Fips,CntyFips,StateName,StateFips,geometry,State Postal Abbreviation,County Name,Census 2000 Population,Census 2000 Housing Units,Land Area (square miles),Water Area (square miles),Latitude,Longitude,FIPS,PST045211,POP010210,POP050210,POP010200,AGE115210,AGE275210,AGE765210,SEX205210,RHI105210,RHI205210,RHI305210,RHI405210,RHI505210,RHI605210,RHI705210,RHI805210,POP715210,POP645210,POP815210,EDU635210,EDU685210,VET605210,LFE305210,HSG030210,HSG445210,HSG096210,HSG495210,HSD410210,HSD310210,INC910210,INC110210,PVY020210,BZA010209,BZA110209,BZA115209,NES010209,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030210,FED110209,LND110210,POP060210
041049,49,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.437729,45.914413 -119.441719,45.595898 -119.257347,45.592239 -119.257072,45.507195 -119.14785,45.507599 -119.142471,45.076321 -119.159912,45.076496 -119.15905,44.989288 -119.671303,44.987835 -119.789986,44.98679 -119.789886,45.062157 -119.789734,45.074036 -119.754837,45.073841 -119.757126,45.161049 -119.878838,45.163067 -119.877899,45.246712 -119.99649,45.24778 -119.993172,45.811287 -119.868591,45.831844 -119.832413,45.841755 -119.677307,45.852684 -119.620979,45.899555 -119.588158,45.91346 -119.511086,45.899345 -119.437729,45.914413</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Morrow County,10995,4276,2032.380407,16.152611,45.448784-,119.586249,41049,0,11173,1.6,10995,7.1,28.6,12.7,48.5,77.7,0.5,1.2,0.9,0.1,2.6,31.3,64.6,82.7,15.9,26.7,78.5,11.5,1135,21.8,4442,71.2,11,115300,3876,2.87,20201,43902,15.3,178,2436,46.7,554,456,0,0,0,0,0,0,0,49400,17401,1537,7057,5,88041,2031.61,5.5
041051,51,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.812965,45.454918 -122.657669,45.451435 -122.65345,45.424599 -122.741928,45.42498 -122.741722,45.513363 -122.760048,45.514412 -122.76046,45.52676 -122.784019,45.528046 -122.784561,45.541756 -122.802856,45.542347 -122.803322,45.555153 -122.829407,45.555405 -122.828697,45.56963 -122.845093,45.570755 -122.84491,45.583588 -122.86586,45.584511 -122.866531,45.599598 -122.889351,45.599522 -122.889877,45.612785 -122.911354,45.612305 -122.912003,45.626934 -122.927719,45.627621 -122.928246,45.714195 -122.797028,45.715294 -122.7966,45.725395 -122.771339,45.727848 -122.759331,45.649559 -122.695114,45.631207 -122.650002,45.606991 -122.564224,45.594978 -122.435951,45.564938 -122.355255,45.56633 -122.301949,45.543251 -122.243721,45.548271 -122.080841,45.590664 -121.998817,45.617985 -121.971466,45.635937 -121.925629,45.642189 -121.914612,45.581242 -121.897888,45.55759 -121.912056,45.546547 -121.911156,45.525524 -121.89167,45.508381 -121.866158,45.506557 -121.851997,45.481895 -121.812965,45.454918</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Multnomah County,660486,288561,435.231702,30.42224,45.522473-,122.613233,41051,0,735334,11.3,660486,6.3,20.5,10.5,50.5,76.5,5.6,1.1,6.5,0.5,4.6,10.9,72.1,80.2,13.7,19.1,89,37.5,49244,24.3,324832,56.2,36.3,281600,298398,2.33,28883,49618,16,24323,381164,-5.8,55884,75230,3,0.8,6.2,0.2,3,31.6,10527633,22043828,9868453,14157,2048635,1235,7798095,431.3,1704.9
041053,53,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.146599,44.712132 -123.602951,44.710934 -123.697678,44.711704 -123.699081,44.725811 -123.722885,44.725533 -123.723099,45.037563 -123.722336,45.068726 -123.069908,45.068699 -123.055252,45.04969 -123.072479,45.004082 -123.03476,44.972847 -123.036827,44.952629 -123.072922,44.930416 -123.111366,44.919979 -123.112617,44.905281 -123.13472,44.892841 -123.145325,44.867657 -123.178741,44.845081 -123.16967,44.823547 -123.113503,44.815609 -123.093559,44.801888 -123.096748,44.794422 -123.144363,44.779442 -123.149269,44.769619 -123.145988,44.747818 -123.123749,44.736954 -123.146599,44.712132</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Polk County,62380,24461,741.02567,3.124014,44.920550-,123.373304,41053,0,75403,20.9,62380,6.5,24.3,14.8,51.3,85.9,0.6,2.1,1.9,0.3,3.8,12.1,80.5,80.9,7.1,11.9,88.8,28.1,6398,24.1,30302,69,19.1,227900,27690,2.57,24345,50975,12.9,1284,11709,-8.5,3929,5614,0,1.8,0,0,4.3,28.8,416672,70305,375062,5007,0,89,452492,740.79,101.8
041055,55,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.50985,45.079079 -120.7239,45.081089 -120.718239,45.107292 -120.729385,45.121609 -120.812927,45.157654 -120.851349,45.184444 -120.917404,45.195793 -120.992393,45.193588 -121.018074,45.211563 -121.017136,45.271484 -121.036957,45.277748 -120.976425,45.30653 -120.964233,45.297745 -120.948044,45.298218 -120.935875,45.311832 -120.941887,45.325836 -120.92469,45.331367 -120.914856,45.351772 -120.895035,45.356922 -120.875648,45.380802 -120.855682,45.383659 -120.854996,45.405632 -120.840561,45.425713 -120.853058,45.439533 -120.822243,45.503075 -120.824585,45.509872 -120.870842,45.522278 -120.894623,45.539436 -120.90094,45.558472 -120.887344,45.582195 -120.906761,45.635632 -120.860245,45.66534 -120.695824,45.710663 -120.657234,45.732765 -120.640793,45.718559 -120.574135,45.692417 -120.551949,45.667831 -120.520386,45.662712 -120.49823,45.650471 -120.478592,45.623981 -120.450188,45.616474 -120.435257,45.592152 -120.406792,45.570454 -120.400917,45.544529 -120.365524,45.526661 -120.378777,45.518551 -120.36351,45.499725 -120.373398,45.489418 -120.424355,45.49408 -120.424164,45.477619 -120.402969,45.469925 -120.412498,45.465569 -120.466782,45.471958 -120.489845,45.465416 -120.478767,45.452442 -120.488518,45.427498 -120.509705,45.422829 -120.483521,45.418934 -120.481194,45.411682 -120.512688,45.405376 -120.524963,45.391796 -120.544189,45.301216 -120.523949,45.286209 -120.542816,45.28754 -120.547478,45.253132 -120.536812,45.247471 -120.54776,45.233925 -120.530838,45.207859 -120.540222,45.201672 -120.530762,45.194149 -120.481773,45.185833 -120.468399,45.140018 -120.453712,45.131256 -120.461617,45.096329 -120.50872,45.094646 -120.50985,45.079079</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Sherman County,1934,935,823.207839,7.995722,45.509328-,120.74563,41055,0,1765,-8.7,1934,5.3,19.8,21.8,49.2,93.4,0.2,1.6,0.2,0.1,1.8,5.6,91.6,86.2,3.6,4.7,90,15.4,256,18.2,918,67,4.1,119500,813,2.24,21688,41354,20,50,266,-7.6,112,146,0,0,0,0,0,0,0,12037,56043,33162,5895,0,49833,823.69,2.1
041057,57,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.722336,45.068726 -123.723099,45.037563 -124.006348,45.036274 -123.955376,45.29314 -123.979317,45.48526 -123.935432,45.508141 -123.890869,45.474224 -123.858269,45.499256 -123.952171,45.568703 -123.93483,45.703007 -123.97538,45.775654 -123.720413,45.773895 -123.720512,45.768387 -123.359711,45.771149 -123.359665,45.702393 -123.480171,45.698505 -123.479591,45.672409 -123.461212,45.671455 -123.461143,45.657246 -123.440765,45.655926 -123.440788,45.642635 -123.421768,45.641708 -123.421791,45.628414 -123.379341,45.628132 -123.378036,45.614449 -123.335632,45.614609 -123.334763,45.598614 -123.298782,45.597549 -123.297142,45.587086 -123.312729,45.586361 -123.313293,45.571667 -123.362633,45.569355 -123.363312,45.542294 -123.398399,45.541088 -123.400887,45.526314 -123.42234,45.525753 -123.422966,45.511978 -123.442383,45.510593 -123.441566,45.48864 -123.460274,45.486828 -123.460709,45.444206 -123.482697,45.442692 -123.483559,45.424786 -123.462006,45.423992 -123.463165,45.207336 -123.781151,45.208611 -123.784729,45.071079 -123.722336,45.068726</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Tillamook County,24262,15906,1102.145724,230.6319,45.478795-,123.780186,41057,0,25250,4.1,24262,5.4,19.8,20.9,49.5,91.5,0.3,1,0.9,0.2,2.4,9,86.7,86.4,5.9,5.9,89,20,3292,18.2,18359,69.2,8.9,237900,11126,2.21,22824,39412,16.9,713,6491,1.2,1978,2757,0,0,0,0,0,32.9,633806,31040,224903,8988,53673,90,245110,1102.58,22.9
041059,59,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.437729,45.914413 -119.378311,45.917755 -119.301636,45.932808 -119.17762,45.922497 -119.13913,45.925854 -119.031105,45.966419 -118.981018,45.999203 -117.991478,46.001778 -117.981628,46.000019 -117.972893,45.850899 -117.970985,45.809738 -118.03949,45.805569 -118.041451,45.764385 -118.065575,45.762825 -118.06424,45.679134 -118.115036,45.676899 -118.106918,45.462543 -118.190033,45.460464 -118.189957,45.419788 -118.358734,45.418652 -118.360161,45.425037 -118.377693,45.425312 -118.37851,45.433075 -118.409668,45.432755 -118.409378,45.419048 -118.421692,45.418003 -118.422737,45.344872 -118.612709,45.343193 -118.613052,45.330395 -118.653854,45.328529 -118.654663,45.334915 -118.694206,45.334427 -118.694633,45.248978 -118.657051,45.248077 -118.656876,45.188686 -118.54686,45.187714 -118.545525,45.073547 -118.517715,45.072041 -118.518372,44.986649 -119.15905,44.989288 -119.159912,45.076496 -119.142471,45.076321 -119.14785,45.507599 -119.257072,45.507195 -119.257347,45.592239 -119.441719,45.595898 -119.437729,45.914413</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Umatilla County,70548,27676,3215.260288,15.993478,45.637299-,118.817308,41059,0,75889,7.6,70548,7.4,26.6,12.7,47.9,79.1,0.8,3.5,0.9,0.1,3.1,23.9,69.4,79.9,10.2,20,81.2,14.6,6845,16.4,29693,64,18.1,137900,26545,2.63,20035,45861,15.8,1543,21512,7.8,3380,4934,0,0,0,0,4.6,27.8,0,284500,763606,10482,159389,78,834279,3215.51,23.6
041061,61,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.255104,45.073517 -117.561836,45.068932 -117.563095,44.988571 -117.77916,44.98658 -117.847672,45.049168 -117.870277,45.049938 -117.893898,45.029694 -117.891609,45.003227 -118.008835,44.990074 -118.063911,45.005623 -118.081024,45.026489 -118.103111,45.035442 -118.175629,45.011089 -118.213295,44.988834 -118.248032,44.948803 -118.294556,44.954296 -118.365929,44.976414 -118.429428,44.959774 -118.483498,44.984756 -118.518372,44.986649 -118.517715,45.072041 -118.545525,45.073547 -118.54686,45.187714 -118.656876,45.188686 -118.657051,45.248077 -118.694633,45.248978 -118.694206,45.334427 -118.654663,45.334915 -118.653854,45.328529 -118.613052,45.330395 -118.612709,45.343193 -118.422737,45.344872 -118.421692,45.418003 -118.409378,45.419048 -118.409668,45.432755 -118.37851,45.433075 -118.377693,45.425312 -118.360161,45.425037 -118.358734,45.418652 -118.189957,45.419788 -118.190033,45.460464 -118.106918,45.462543 -118.115036,45.676899 -118.06424,45.679134 -118.065575,45.762825 -118.041451,45.764385 -118.03949,45.805569 -117.970985,45.809738 -117.972893,45.850899 -117.75013,45.855057 -117.745895,45.76862 -117.787643,45.767014 -117.785324,45.681499 -117.769669,45.67976 -117.769363,45.653698 -117.749146,45.651524 -117.746071,45.609932 -117.727188,45.609577 -117.72419,45.512672 -117.689072,45.511944 -117.686188,45.420544 -117.667358,45.420181 -117.664818,45.361248 -117.641457,45.359993 -117.641167,45.329834 -117.586731,45.332367 -117.584541,45.303593 -117.559914,45.303699 -117.559792,45.289536 -117.541,45.289158 -117.541397,45.258087 -117.521324,45.257713 -117.521568,45.206097 -117.484673,45.204407 -117.483063,45.16148 -117.254143,45.160736 -117.255104,45.073517</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Union County,24530,10603,2036.554493,1.997315,45.325011-,118.031311,41061,0,25748,5,24530,6.3,22.5,16.7,50.8,93.1,0.5,1.1,0.8,0.9,2.3,3.9,90.9,80.7,3.1,5,88.5,20.3,2471,16.1,11489,66,17.5,151200,10269,2.45,22947,42162,16.1,783,6814,-3.2,1641,2282,0,0,0,0,0,23.7,337099,0,333760,13318,32852,32,214507,2036.61,12.6
041063,63,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-116.786224,45.075874 -117.255104,45.073517 -117.254143,45.160736 -117.483063,45.16148 -117.484673,45.204407 -117.521568,45.206097 -117.521324,45.257713 -117.541397,45.258087 -117.541,45.289158 -117.559792,45.289536 -117.559914,45.303699 -117.584541,45.303593 -117.586731,45.332367 -117.641167,45.329834 -117.641457,45.359993 -117.664818,45.361248 -117.667358,45.420181 -117.686188,45.420544 -117.689072,45.511944 -117.72419,45.512672 -117.727188,45.609577 -117.746071,45.609932 -117.749146,45.651524 -117.769363,45.653698 -117.769669,45.67976 -117.785324,45.681499 -117.787643,45.767014 -117.745895,45.76862 -117.75013,45.855057 -117.972893,45.850899 -117.981628,46.000019 -117.601807,46.000401 -117.480652,45.999966 -116.918152,45.9953 -116.897217,45.98064 -116.855492,45.903721 -116.790283,45.845989 -116.772728,45.819885 -116.702202,45.81929 -116.653419,45.78075 -116.559654,45.747543 -116.527298,45.710846 -116.513939,45.664608 -116.469444,45.606373 -116.477577,45.566174 -116.553528,45.493763 -116.564796,45.45998 -116.671288,45.335529 -116.687836,45.26247 -116.735603,45.137428 -116.760284,45.106422 -116.777107,45.099602 -116.786224,45.075874</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Wallowa County,7226,3900,3145.339022,6.355491,45.577336-,117.312122,41063,0,7008,-3,7226,5.3,18.8,23.2,50.9,96,0.4,0.6,0.3,0.1,2,2.2,94.5,89.9,1.1,3.9,92.8,21.1,935,16.2,4108,74.7,6.4,183800,3015,2.27,23023,41116,12.9,348,1629,2.3,746,890,0,0,0,0,0,0,0,0,82730,12127,7350,0,72764,3146.19,2.2
041065,65,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.752144,44.819675 -121.750961,44.875923 -121.726898,44.882256 -121.726387,44.893242 -121.760071,44.931808 -121.792793,44.929268 -121.789818,44.950859 -121.808098,44.980827 -121.807343,44.997311 -121.759216,45.029194 -121.715576,45.033478 -121.707504,45.047474 -121.658699,45.07066 -121.662239,45.102997 -121.708336,45.123795 -121.739662,45.18259 -121.736076,45.19598 -121.68177,45.225315 -121.68103,45.251869 -121.478859,45.253258 -121.481133,45.510273 -121.438988,45.512581 -121.441368,45.695126 -121.420845,45.690762 -121.366631,45.699844 -121.318794,45.6968 -121.275208,45.678497 -121.213089,45.665802 -121.202126,45.657444 -121.190872,45.6134 -121.173134,45.600674 -121.124023,45.607216 -121.07235,45.646767 -121.032303,45.653 -120.9673,45.645309 -120.947395,45.650471 -120.906761,45.635632 -120.887344,45.582195 -120.90094,45.558472 -120.894623,45.539436 -120.870842,45.522278 -120.824585,45.509872 -120.822243,45.503075 -120.853058,45.439533 -120.840561,45.425713 -120.854996,45.405632 -120.855682,45.383659 -120.875648,45.380802 -120.895035,45.356922 -120.914856,45.351772 -120.92469,45.331367 -120.941887,45.325836 -120.935875,45.311832 -120.948044,45.298218 -120.964233,45.297745 -120.976425,45.30653 -121.036957,45.277748 -121.017136,45.271484 -121.018074,45.211563 -120.992393,45.193588 -120.917404,45.195793 -120.851349,45.184444 -120.812927,45.157654 -120.729385,45.121609 -120.718239,45.107292 -120.7239,45.081089 -120.50985,45.079079 -120.490685,45.058563 -120.475777,44.932869 -120.465584,44.92263 -120.463577,44.896191 -120.444191,44.895317 -120.436737,44.888203 -120.450981,44.876873 -120.452049,44.859947 -120.411964,44.844536 -120.380363,44.817944 -121.752144,44.819675</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Wasco County,23791,10651,2381.047091,14.276883,45.346210-,121.265435,41065,0,25213,6,23791,6.5,23.2,17.6,50.4,86.1,0.4,4.4,0.8,0.6,2.5,14.8,77.6,86.2,9.2,15.1,84.3,21.5,2767,17.1,11487,67.5,14.3,188400,9801,2.42,21922,42133,15.5,724,6802,-10.7,1327,1828,0,0,0,0,0,22,0,0,381866,16089,47598,0,275377,2381.52,10.6
041067,67,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.741928,45.42498 -122.741966,45.327019 -122.803673,45.327118 -122.803688,45.342224 -122.846642,45.343117 -122.84668,45.313816 -122.867943,45.311974 -122.906273,45.31213 -122.908043,45.33952 -122.971703,45.339458 -122.973167,45.355877 -122.991493,45.357349 -122.990738,45.370659 -123.012833,45.37059 -123.014709,45.384243 -123.031067,45.385345 -123.032173,45.397655 -123.115448,45.398026 -123.118073,45.412556 -123.138931,45.412983 -123.139748,45.428978 -123.462006,45.423992 -123.483559,45.424786 -123.482697,45.442692 -123.460709,45.444206 -123.460274,45.486828 -123.441566,45.48864 -123.442383,45.510593 -123.422966,45.511978 -123.42234,45.525753 -123.400887,45.526314 -123.398399,45.541088 -123.363312,45.542294 -123.362633,45.569355 -123.313293,45.571667 -123.312729,45.586361 -123.297142,45.587086 -123.298782,45.597549 -123.334763,45.598614 -123.335632,45.614609 -123.378036,45.614449 -123.379341,45.628132 -123.421791,45.628414 -123.421768,45.641708 -123.440788,45.642635 -123.440765,45.655926 -123.461143,45.657246 -123.461212,45.671455 -123.479591,45.672409 -123.480171,45.698505 -123.359665,45.702393 -123.359711,45.771149 -123.033386,45.771412 -123.032738,45.742569 -122.99408,45.741535 -122.994881,45.728672 -122.928894,45.728828 -122.928246,45.714195 -122.927719,45.627621 -122.912003,45.626934 -122.911354,45.612305 -122.889877,45.612785 -122.889351,45.599522 -122.866531,45.599598 -122.86586,45.584511 -122.84491,45.583588 -122.845093,45.570755 -122.828697,45.56963 -122.829407,45.555405 -122.803322,45.555153 -122.802856,45.542347 -122.784561,45.541756 -122.784019,45.528046 -122.76046,45.52676 -122.760048,45.514412 -122.741722,45.513363 -122.741928,45.42498</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Washington County,445342,178913,723.74851,2.631357,45.496796-,122.915144,41067,0,529710,18.9,445342,7.2,25.6,10,50.8,76.6,1.8,0.7,8.6,0.5,4.3,15.7,69.7,81.5,16.8,22.7,90.4,38.9,35476,24.1,212450,62.7,31.2,303700,196438,2.6,30522,62574,9.5,14241,227038,5.9,31356,43601,0,0,7.3,0.2,4.7,32.9,24048993,11021762,8754390,16886,849401,1271,2147991,724.23,731.4
041069,69,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.380844,44.558189 -120.383842,44.746174 -120.400803,44.789116 -120.379997,44.797863 -120.380363,44.817944 -120.411964,44.844536 -120.452049,44.859947 -120.450981,44.876873 -120.436737,44.888203 -120.444191,44.895317 -120.463577,44.896191 -120.465584,44.92263 -120.475777,44.932869 -120.490685,45.058563 -119.789886,45.062157 -119.789986,44.98679 -119.671303,44.987835 -119.667091,44.816692 -119.654785,44.814655 -119.65181,44.297794 -119.895935,44.300915 -119.897423,44.380692 -120.02034,44.383434 -120.023735,44.430798 -120.379593,44.430462 -120.380844,44.558189</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Wheeler County,1547,842,1714.919502,0.545324,44.730809-,119.990635,41069,0,1441,-6.9,1547,4.8,18,29.1,50.2,92.4,0,1.2,0.6,0.1,3.1,4.3,90.7,87.7,2.9,1.7,88.2,18.2,176,19.1,895,77.8,0.3,99100,631,2.07,20598,33403,11.4,32,124,-0.8,149,122,0,0,0,0,0,0,0,0,10357,7419,554,0,12585,1714.75,0.8
041071,71,Oregon,41,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.069908,45.068699 -123.722336,45.068726 -123.784729,45.071079 -123.781151,45.208611 -123.463165,45.207336 -123.462006,45.423992 -123.139748,45.428978 -123.138931,45.412983 -123.118073,45.412556 -123.115448,45.398026 -123.032173,45.397655 -123.031067,45.385345 -123.014709,45.384243 -123.012833,45.37059 -122.990738,45.370659 -122.991493,45.357349 -122.973167,45.355877 -122.971703,45.339458 -122.908043,45.33952 -122.906273,45.31213 -122.867943,45.311974 -122.865219,45.251221 -122.939575,45.263062 -122.966454,45.28064 -123.004494,45.256058 -122.9963,45.222557 -123.034042,45.216747 -123.044724,45.205742 -123.042969,45.193462 -123.022057,45.191658 -123.004753,45.164974 -123.00415,45.158138 -123.027084,45.146584 -122.999466,45.113045 -123.018837,45.097996 -123.050072,45.099792 -123.043465,45.076759 -123.069908,45.068699</coordinates></LinearRing></outerBoundaryIs></Polygon>",OR,Yamhill County,84992,30270,715.564599,2.794202,45.230090-,123.223134,41071,0,99193,16.7,84992,6.5,25,13.4,49.8,85.4,0.9,1.5,1.5,0.2,3.3,14.7,79.1,81.3,8,13.7,86.8,23,8707,24,37110,70.3,16.9,237800,34025,2.71,24017,52485,12.7,2243,27938,16,5560,7866,0,0,0,0,0,25,1885753,396840,951130,9890,98905,148,554564,715.86,138.6
042001,1,Pennsylvania,42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.464722,39.719978 -77.477814,39.936234 -77.462204,39.959808 -77.39975,40.000122 -77.190102,40.033333 -77.143066,40.071747 -77.097481,40.056648 -77.064621,40.026615 -77.024429,40.020123 -77.013245,39.987888 -76.979347,39.944225 -76.972275,39.926968 -76.991127,39.890324 -76.967339,39.865288 -76.994576,39.825504 -76.997108,39.720791 -77.221344,39.720581 -77.464722,39.719978</coordinates></LinearRing></outerBoundaryIs></Polygon>",PA,Adams County,91292,35831,520.00748,1.512732,39.854379,-77.182542,42001,0,101407,11.1,91292,5.5,22.1,15.7,50.8,93.7,1.5,0.2,0.7,0,1.3,6,90.6,86.5,4,6.3,84.7,18.5,9489,27.2,40820,77.8,9.8,200700,38331,2.53,25606,56529,7.6,1979,28698,1,6255,8687,0,0,0,0,0.6,0,2498302,0,832377,8222,160108,306,694554,518.67,195.5
042003,3,Pennsylvania,42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-79.86422,40.200642 -79.914154,40.199242 -79.975777,40.222542 -79.968468,40.237652 -79.926041,40.248001 -79.923264,40.25486 -80.183517,40.332611 -80.36557,40.47924 -80.154305,40.618145 -80.149734,40.674503 -79.699577,40.662685 -79.703529,40.633583 -79.717506,40.615643 -79.77491,40.5924 -79.78054,40.57914 -79.777275,40.552883 -79.744576,40.552109 -79.708763,40.529148 -79.714622,40.425617 -79.741585,40.399284 -79.770103,40.384716 -79.784935,40.320034 -79.807785,40.299206 -79.778587,40.291119 -79.794632,40.284023 -79.805916,40.24118 -79.792717,40.224186 -79.86422,40.200642</coordinates></LinearRing></outerBoundaryIs></Polygon>",PA,Allegheny County,1281666,583646,730.169813,14.537638,40.440569,-79.959705,42003,0,1223348,-4.6,1281666,5.2,19.8,16.8,52.1,81.5,13.2,0.1,2.8,0,1.8,1.6,80.6,86.6,4.6,6.8,91.6,34.1,104387,25.2,589201,67,27.3,115200,522703,2.27,29549,47961,12.3,33360,669057,-3.2,69333,95698,5.2,0.2,3.1,0,1,27.6,15725247,18141618,20075411,16456,2540334,1424,17220254,730.08,1675.6
042005,5,Pennsylvania,42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-79.458313,40.528275 -79.486481,40.540539 -79.494026,40.529079 -79.504303,40.528919 -79.562096,40.561104 -79.572342,40.580444 -79.565712,40.602329 -79.585121,40.603371 -79.587112,40.630104 -79.613121,40.628769 -79.623528,40.652641 -79.642395,40.655499 -79.653831,40.672997 -79.66861,40.680458 -79.699577,40.662685 -79.697823,41.174576 -79.681549,41.161694 -79.681335,41.095436 -79.664665,41.068943 -79.672089,41.052479 -79.631218,41.030933 -79.598167,41.025581 -79.616226,41.018475 -79.616013,41.011215 -79.590782,41.002556 -79.587959,40.989441 -79.628799,40.991039 -79.612968,40.970425 -79.556725,40.983143 -79.533279,40.972176 -79.519089,40.986923 -79.507324,40.979847 -79.497704,40.984085 -79.485435,41.002426 -79.466415,40.997276 -79.456329,40.984722 -79.431572,40.992363 -79.423691,41.016079 -79.423958,41.003368 -79.411118,41.001293 -79.410843,40.991314 -79.38549,40.999405 -79.385857,40.990326 -79.399284,40.991489 -79.382919,40.97131 -79.361778,41.00066 -79.325844,41.000271 -79.311478,41.010006 -79.290642,41.004856 -79.274757,41.026863 -79.258911,41.026627 -79.238014,41.043701 -79.216782,41.047619 -79.220879,40.91552 -79.221985,40.785748 -79.458313,40.528275</coordinates></LinearRing></outerBoundaryIs></Polygon>",PA,Armstrong County,72392,32387,653.929625,10.51398,40.788044,-79.503055,42005,0,68941,-4.8,72392,5.2,20.6,18.4,50.7,98,0.8,0.1,0.2,0,0.8,0.5,97.7,91.2,0.8,1.8,87.7,13.9,6868,27.7,32520,76.4,10.2,89100,28814,2.37,21828,42752,11.7,1298,13338,-20,3221,4908,0,0,0,0,0,25.5,370895,0,532139,7734,39542,60,698238,653.2,105.5
042007,7,Pennsylvania,42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-80.36557,40.47924 -80.524567,40.478718 -80.522209,40.637138 -80.520515,40.854107 -80.160187,40.856705 -80.149734,40.674503 -80.154305,40.618145 -80.36557,40.47924</coordinates></LinearRing></outerBoundaryIs></Polygon>",PA,Beaver County,181412,77765,434.213128,9.690931,40.695415,-80.312675,42007,0,170539,-6,181412,5.3,20.5,18.6,51.8,91.2,6.3,0.1,0.4,0,1.7,1.2,90.4,89.4,1.9,4.5,89.6,19.2,17135,24.8,78211,75.2,17.3,112400,70350,2.38,24168,46190,11.1,3433,47878,-3.4,8361,11685,3,0,0,0,0,26.5,4708830,1180098,1555258,8989,156309,337,1541327,434.71,392.3
042009,9,Pennsylvania,42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-78.385048,39.72366 -78.818016,39.72303 -78.75634,39.821594 -78.764053,40.055935 -78.748772,40.075584 -78.736,40.066643 -78.661797,40.234222 -78.659058,40.251026 -78.647743,40.259293 -78.648056,40.27879 -78.637306,40.284782 -78.637711,40.310627 -78.621681,40.326645 -78.533112,40.290665 -78.507141,40.286793 -78.451759,40.246864 -78.446281,40.288174 -78.433853,40.305496 -78.298172,40.248837 -78.269135,40.293457 -78.236473,40.223816 -78.135361,40.162697 -78.17099,40.112183 -78.202644,40.091152 -78.206116,40.077076 -78.18428,40.055885 -78.208748,40.038975 -78.215034,40.007652 -78.301376,39.835751 -78.339142,39.786995 -78.354279,39.751076 -78.385048,39.72366</coordinates></LinearRing></outerBoundaryIs></Polygon>",PA,Bedford County,49984,23529,1014.510651,2.892287,40.032714,-78.474243,42009,0,49762,-0.4,49984,5.3,21.6,19,50.4,98,0.5,0.2,0.2,0,0.8,0.9,97.5,91.2,0.6,2.3,83.9,12.5,4722,26.9,23954,79.7,7.9,112800,19913,2.49,20545,40249,13.5,1098,13043,-12,3279,4459,0,0,0,0,0,0,728654,295488,581577,11712,70289,108,407092,1012.3,49.2
042011,11,Pennsylvania,42,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-75.695572,40.255695 -75.702507,40.243549 -75.887375,40.140381 -76.153526,40.3181 -76.208794,40.363117 -76.231133,40.362438 -76.438522,40.495872 -76.326897,40.52029 -76.300339,40.517315 -76.177185,40.538769 -76.138016,40.562393 -76.08033,40.572651 -76.06488,40.588352 -76.018997,40.582378 -75.998459,40.637932 -75.894485,40.682022 -75.532516,40.444214 -75.695572,40.255695</coordinates></LinearRing></outerBoundaryIs></Polygon>",PA,Berks County,373638,150222,858.880162,6.785891,40.377743,-75.914242,42011,0,411442,10.1,373638,6.1,23.9,14.5,50.9,83.2,4.9,0.3,1.3,0,2.5,16.4,76.9,85.1,6.5,16.2,83.1,21.7,32200,23.6,164827,73.1,18.4,170400,153307,2.56,25518,53470,12.4,8413,144462,-3,23035,30325,3.4,0,1.7,0,5.5,27.3,8461848,4417612,4953210,12307,445993,415,2542863,856.51,480.4
